Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
٣٠/٩٨,٢۶/۴۶,٢٣/٨٣,٢۴/٩٨,عربي,1395,مركزي,ساوجبلاغ,البرز,تجربي
۴۵/٩٣,٣٨/۴۶,٣٨/٢۵,٣٩/٨١,معارف,1395,مركزي,ساوجبلاغ,البرز,تجربي
٢۴/۶,٢۴/۴٨,١۶/٩۵,١٧/٩,زبان,1395,مركزي,ساوجبلاغ,البرز,تجربي
١/٧٢,١/٠١,١/٢٩,١/٣,زمین شناسی,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٧/٢٩,١۴/۶٣,١٢/٢٨,١٣/٠۵,رياضي,1395,مركزي,ساوجبلاغ,البرز,تجربي
٢٢/٨٩,١٧/۶٣,١٧/٣۴,١٨/١٩,زيست شناسي,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٧/٣٣,١۴,١١/۵٣,١٢/١۵,فیزيك,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٧/٩٨,١٣/٧,١٢/٠١,١٢/٧۶,شیمي,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٣/٨١,١۴/٠٩,١٣/٩١,١٣/٩۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٣/٨٩,١۴/١٩,١٣/٩٩,١۴/٠١,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,تجربي
١۶/۴٧,١۵/٨۴,١۵/۵٢,١۵/۶۴,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,ساوجبلاغ,البرز,تجربي
١٢/۴٨,١٢/٩٢,١٢/٨٩,١٢/٨٨,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,ساوجبلاغ,البرز,تجربي
۵۴٠٧,۵۴٣٩,۵٣٠۵,۵٣۴٩,میانگین نمره کل شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,تجربي
٧١٢٢,۶۶٣۵,۶۴۵٨,۶۵۵٩,میانگین نمره کل پذيرفته شدگان در رشته ھاي باآزمون,1395,مركزي,ساوجبلاغ,البرز,تجربي
١١۶۵٣١,٣۵٢٣,۴١٧,٣٧٩,تعداد ثبت نام کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,انساني
٩١٨٨۶,٢٨٣۴,٣٣٧,٣٠۴,تعداد شرکت کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,انساني
۴٠۶۵٢,١۴٣٢,١٧۶,١۵۵,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,ساوجبلاغ,البرز,انساني
٣٣۵٢٧,٧۵۶,١٠١,٩۶,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,ساوجبلاغ,البرز,انساني
٧۴١٧٩,٢١٨٨,٢٧٧,٢۵١,تعداد کل پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,انساني
۶٣/۶۶,۶٢/١١,۶۶/۴٣,۶۶/٢٣,درصد قبولي پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,انساني
٧٣٧۵٧,١۶٣٠,١٧٣,١٧٠,تعداد ثبت نام کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
۵١۵۵١,١٢٠٨,١۴١,١٣٩,تعداد شرکت کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
١٨۵٧٣,۵٢٩,٧٠,٧٠,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
٢۴۵۶٧,٣۶٢,٣٨,٣٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
۴٣١۴٠,٨٩١,١٠٨,١٠٧,تعداد کل پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
۵٨/۴٩,۵۴/۶۶,۶٢/۴٣,۶٢/٩۴,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,انساني
١٩٠٢٨٨,۵١۵٣,۵٩٠,۵۴٩,تعداد ثبت نام کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,انساني
١۴٣۴٣٧,۴٠۴٢,۴٧٨,۴۴٣,تعداد شرکت کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,انساني
۵٩٢٢۵,١٩۶١,٢۴۶,٢٢۵,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,ساوجبلاغ,البرز,انساني
۵٨٠٩۴,١١١٨,١٣٩,١٣٣,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,ساوجبلاغ,البرز,انساني
١١٧٣١٩,٣٠٧٩,٣٨۵,٣۵٨,تعداد کل پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,انساني
۶١/۶۵,۵٩/٧۵,۶۵/٢۵,۶۵/٢١,درصد قبولي پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,انساني
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,انساني
١٢/٣٩,١٢/٠٧,١٢/۶٣,١٢/٨۵,فارسی,1395,مركزي,ساوجبلاغ,البرز,انساني
٩/۴۵,٨/٩,٨/۶۴,٨/۵٨,عربي,1395,مركزي,ساوجبلاغ,البرز,انساني
١٢/٧١,١١/۶٣,١١/٧٧,١٢/٠٧,معارف,1395,مركزي,ساوجبلاغ,البرز,انساني
٢/۶۶,٣/٧٣,٢/۴٢,٢/۴۵,زبان,1395,مركزي,ساوجبلاغ,البرز,انساني
٢/٣٨,٢/٢۴,١/۵۴,١/۴۶,رياضي,1395,مركزي,ساوجبلاغ,البرز,انساني
١۵/۴۶,١٢/٨۵,١٣,١٣/٣٣,اقتصاد,1395,مركزي,ساوجبلاغ,البرز,انساني
٨/٠۵,٧/٨,٧/۶۵,٧/٨,ادبیات فارسی,1395,مركزي,ساوجبلاغ,البرز,انساني
٨/٨٢,٨/٣۴,٨/۶٢,٨/٣۵,زبان عربی,1395,مركزي,ساوجبلاغ,البرز,انساني
٧/۴۶,۵/۵۵,۵/٩۴,۶/١٢,تاريخ و جغرافیا,1395,مركزي,ساوجبلاغ,البرز,انساني
٧/٧۶,۶/٢۴,٧/١٩,٧/۴۶,علوم اجتماعی,1395,مركزي,ساوجبلاغ,البرز,انساني
۴/٣٣,٣/٨۶,٣/٣٨,٣/۴٣,فلسفه و منطق,1395,مركزي,ساوجبلاغ,البرز,انساني
٢٧/٩٧,٢۴/۵٢,٢۵/۴۵,٢۵/۴۴,روانشناسي,1395,مركزي,ساوجبلاغ,البرز,انساني
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,ساوجبلاغ,البرز,انساني
١٨/۵٣,١۶/٣٨,١۶/٨٨,١٧/۵١,فارسی,1395,مركزي,ساوجبلاغ,البرز,انساني
١۵/٠۴,١٢/٧٧,١٢/٩۵,١٣/٢١,عربي,1395,مركزي,ساوجبلاغ,البرز,انساني
١٩/٣۴,١۵/٨٩,١۶/٢٣,١۶/٧۶,معارف,1395,مركزي,ساوجبلاغ,البرز,انساني
۴/۴۶,۵/٢٨,٣/٢,٣/٣٢,زبان,1395,مركزي,ساوجبلاغ,البرز,انساني
۴/٧۵,٣/٨٩,٢/٧٢,٢/۶۶,رياضي,1395,مركزي,ساوجبلاغ,البرز,انساني
٢۵/۵,١٨/٩٧,٢٠/٨,٢١/٨۵,اقتصاد,1395,مركزي,ساوجبلاغ,البرز,انساني
١۴/٢٩,١٢/۴٣,١٢/٢٧,١٢/٨٢,ادبیات فارسی,1395,مركزي,ساوجبلاغ,البرز,انساني
١۵,١٢/٨٩,١٣/٢١,١٣/١٨,زبان عربی,1395,مركزي,ساوجبلاغ,البرز,انساني
١١/۶٨,٨/٢٢,٩/٣١,٩/٨٢,تاريخ و جغرافیا,1395,مركزي,ساوجبلاغ,البرز,انساني
١۴/۶۶,١٠/٨٣,١٢/١۵,١٢/٩۴,علوم اجتماعی,1395,مركزي,ساوجبلاغ,البرز,انساني
٧/٩,۶/۴۴,۶/١٨,۶/٢٧,فلسفه و منطق,1395,مركزي,ساوجبلاغ,البرز,انساني
٣٩/٣١,٣٢/٠٩,٣٣/۶٣,٣۴/١٢,روانشناسي,1395,مركزي,ساوجبلاغ,البرز,انساني
١٢/۴,١٢/۵٩,١٢/٨٨,١٢/٨٧,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,ساوجبلاغ,البرز,انساني
١٢/۴۴,١٢/۶٢,١٢/٩٣,١٢/٩٢,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,انساني
١٣/۶۶,١٣/٣١,١٣/٨٣,١٣/٨۴,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,ساوجبلاغ,البرز,انساني
١١/٨٣,١٢/١۴,١٢/١۵,١٢/١۵,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,ساوجبلاغ,البرز,انساني
۵٣۶۴,۵٢۵۶,۵٢۶٠,۵٢۵۴,میانگین نمره کل شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,انساني
۶٢٣١,۵٨۶٨,۵٨٧٨,۵٩٠٨,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,ساوجبلاغ,البرز,انساني
۴٠١۴٠,١۴٣٩,۶٧,۶۵,تعداد ثبت نام کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
٣٠١٣۴,١٠۵۵,۴۶,۴۴,تعداد شرکت کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
٣۶۶٠,١۶٣,٣,٣,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
٣۴٣٨,١٧٢,٨,٨,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
٧٠٩٨,٣٣۵,١١,١١,تعداد کل پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٧/۶٨,٢٣/٢٨,١۶/۴٢,١۶/٩٢,درصد قبولي پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٧٣٠۵,۵۶۶,۴٠,٣٨,تعداد ثبت نام کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٢١٠٠,٣٩٩,٢٨,٢۶,تعداد شرکت کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
١١١۶,۴۶,١,١,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
٩٧٩,۴١,٢,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢٠٩۵,٨٧,٣,٣,تعداد کل پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٢/١١,١۵/٣٧,٧/۵,٧/٨٩,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,ھنر
۵٧۴۴۵,٢٠٠۵,١٠٧,١٠٣,تعداد ثبت نام کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
۴٢٢٣۴,١۴۵۴,٧۴,٧٠,تعداد شرکت کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
۴٧٧۶,٢٠٩,۴,۴,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
۴۴١٧,٢١٣,١٠,١٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
٩١٩٣,۴٢٢,١۴,١۴,تعداد کل پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
١۶,٢١/٠۵,١٣/٠٨,١٣/۵٩,درصد قبولي پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,ھنر
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢٢/۵۵,٢٠/٨۶,١٧/٧۴,١٨/١,فارسی,1395,مركزي,ساوجبلاغ,البرز,ھنر
١١/٧٢,١٠/۴٢,٨/١٩,٨/١۶,عربي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢۶/٨۵,٢٢/٩٧,٢١/٧٩,٢١/٨٢,معارف,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٠/۶٨,١١/٨٨,٧/٢,٧/۶۴,زبان,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢/۴١,۴/٣۵,١/٨۵,١/٩۴,درک عمومی ھنر,1395,مركزي,ساوجبلاغ,البرز,ھنر
١١/۵,١٢/۵٩,٩/٧٨,١٠/٣٢,درک عمومی ریاضی و فیزیک,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢/٣۶,٣/٣٢,١/٣٣,١/٣۶,ترسیم فني,1395,مركزي,ساوجبلاغ,البرز,ھنر
۶/٩۶,١٠/٠۴,٧/٨۴,٨/٠۵,خلاقیت تصويري و تجسمی,1395,مركزي,ساوجبلاغ,البرز,ھنر
۴/۴٨,۶/١,٢/٧۵,٣/٠۵,خلاقیت نمايشي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٠/٨٣,٣/١۴,٠/٩٨,١/٠٣,خلاقیت موسیقي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٠/٩٢,١/٢٨,٠/۶٩,٠/٧٣,خواص مواد,1395,مركزي,ساوجبلاغ,البرز,ھنر
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢٣/٧۴,٢٧/٠٧,٢١/٠٢,٢١/٠٢,فارسی,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٠/٢١,١١/۴۵,١٠/٠٢,١٠/٠٢,عربي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢۶/٢۶,٣١/۵١,١۵/٠٢,١۵/٠٢,معارف,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٢/٨۵,١٧/١۶,۴/٣۵,۴/٣۵,زبان,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٠/۶٨,١٧/٧٧,۵/٩,۵/٩,درک عمومی ھنر,1395,مركزي,ساوجبلاغ,البرز,ھنر
١۶/١,١٩/٧۴,١۵/٠۵,١۵/٠۵,درک عمومی ریاضی و فیزیک,1395,مركزي,ساوجبلاغ,البرز,ھنر
۶/١,١٠/۴۶,۵/٨٨,۵/٨٨,ترسیم فني,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢٠/٧٧,٢٩/۶٩,٢٣/٣٨,٢٣/٣٨,خلاقیت تصويري و تجسمی,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٢/٠٩,١۶/١٩,۴/۶٢,۴/۶٢,خلاقیت نمايشي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٣/٩۶,١٢/٨١,۴/١٧,۴/١٧,خلاقیت موسیقي,1395,مركزي,ساوجبلاغ,البرز,ھنر
٢/٩١,۴/٣,٠/٨۵,٠/٨۵,خواص مواد,1395,مركزي,ساوجبلاغ,البرز,ھنر
١۴/١,١٣/٩٨,١٣/۴١,١٣/۴۶,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٣/٩٢,١٣/٨٩,١٢/٩۶,١٣/٠١,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,ھنر
١۴/٢٨,١۴/٨٩,١۴/۵۶,١۴/۵۶,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,ساوجبلاغ,البرز,ھنر
١٣/٧٢,١٣/۵٣,١٣/٧,١٣/٧,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,ساوجبلاغ,البرز,ھنر
۵٣٧۵,۵۶١٠,۵٢٨۵,۵٣٣۴,میانگین نمره کل شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,ھنر
۶۵۶٣,٧۴۴٩,۶۵٢٩,۶۵٢٩,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,ساوجبلاغ,البرز,ھنر
٧٩٣۶٠,٢۵٠۴,١۶۵,١۴٨,تعداد ثبت نام کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,زبان
۶٣۶١٣,١٩٨٨,١٣٩,١٢٧,تعداد شرکت کنندگان زن,1395,مركزي,ساوجبلاغ,البرز,زبان
٣۵۵٩,١٢۴,٢,٢,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,ساوجبلاغ,البرز,زبان
۵٩٢۶,١٨۶,١٣,١١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,ساوجبلاغ,البرز,زبان
٩۴٨۵,٣١٠,١۵,١٣,تعداد کل پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,زبان
١١/٩۵,١٢/٣٨,٩/٠٩,٨/٧٨,درصد قبولي پذيرفته شدگان زن,1395,مركزي,ساوجبلاغ,البرز,زبان
۴٠۵۵۶,١١٣٣,٧۶,٧۴,تعداد ثبت نام کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
٣١٣١٣,٨٨٢,۶۶,۶۴,تعداد شرکت کنندگان مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
١۴٠٢,۵۶,٢,٢,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
١٨۵٨,٣۵,٣,٣,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
٣٢۶٠,٩١,۵,۵,تعداد کل پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
٨/٠۴,٨/٠٣,۶/۵٨,۶/٧۶,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,ساوجبلاغ,البرز,زبان
١١٩٩١۶,٣۶٣٧,٢۴١,٢٢٢,تعداد ثبت نام کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,زبان
٩۴٩٢۶,٢٨٧٠,٢٠۵,١٩١,تعداد شرکت کنندگان کل,1395,مركزي,ساوجبلاغ,البرز,زبان
۴٩۶١,١٨٠,۴,۴,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,ساوجبلاغ,البرز,زبان
٧٧٨۴,٢٢١,١۶,١۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,ساوجبلاغ,البرز,زبان
١٢٧۴۵,۴٠١,٢٠,١٨,تعداد کل پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,زبان
١٠/۶٣,١١/٠٣,٨/٣,٨/١١,درصد قبولي پذيرفته شدگان کل,1395,مركزي,ساوجبلاغ,البرز,زبان
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,زبان
٢۶/٣٨,٢۴/۴۵,٢٢/٧٧,٢٣/٣۶,فارسی,1395,مركزي,ساوجبلاغ,البرز,زبان
٢٠/۶٨,١٨/٨,١۵/٩٩,١۶/٣٣,عربي,1395,مركزي,ساوجبلاغ,البرز,زبان
٣٣/۵۶,٢٨/۶٧,٢٧/۶۵,٢٨/٣۶,معارف,1395,مركزي,ساوجبلاغ,البرز,زبان
٢۶/٠٧,٣١/٣,٢١/١۵,٢١/٨۴,زبان,1395,مركزي,ساوجبلاغ,البرز,زبان
١٣/٩۶,١٨/٢۵,١٠/٢١,١٠/۶٩,زبان تخصصی,1395,مركزي,ساوجبلاغ,البرز,زبان
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,ساوجبلاغ,البرز,زبان
٣۴/۴٧,٣٢/٧,٣٠/۶٨,٣٠/۶٨,فارسی,1395,مركزي,ساوجبلاغ,البرز,زبان
٢۵/٢۶,٢٢/٨۵,٢۶/٧,٢۶/٧,عربي,1395,مركزي,ساوجبلاغ,البرز,زبان
۴٣/٠۶,٣٨,٣۴/٠۵,٣۴/٠۵,معارف,1395,مركزي,ساوجبلاغ,البرز,زبان
۵٣/٨,۵٨/٠٨,۵٧/٣٨,۵٧/٣٨,زبان,1395,مركزي,ساوجبلاغ,البرز,زبان
٣٧/۵,۴٢/٧,۴١/١٣,۴١/١٣,زبان تخصصی,1395,مركزي,ساوجبلاغ,البرز,زبان
١۴/٨,١۴/۵٩,١۴/٣٩,١۴/۴٨,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,ساوجبلاغ,البرز,زبان
١۴/٨,١۴/۵٨,١۴/۴۶,١۴/۵٨,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,زبان
١۵/١٣,١۴/٩٢,١۵/۴٨,١۵/۴٨,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,ساوجبلاغ,البرز,زبان
١٣/۴۵,١٣/٣٩,١٢/٨,١٢/۴,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,ساوجبلاغ,البرز,زبان
۵۵۵١,۵۵٧۴,۵١٧٢,۵٢۴١,میانگین نمره کل شرکت کنندگان,1395,مركزي,ساوجبلاغ,البرز,زبان
۶٩٧۵,٧٠٢٢,۶٩٠٠,۶٩٠٠,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,ساوجبلاغ,البرز,زبان
٣۴۵٨٠٩,٩۵٠٣,١۵,0,تعداد ثبت نام کنندگان زن,1395,بالاطالقان,طالقان,البرز,تجربي
٣٠٣۴١٩,٨۵١٩,١۴,0,تعداد شرکت کنندگان زن,1395,بالاطالقان,طالقان,البرز,تجربي
۴٨٧٠١,١٧٠۴,٢,0,تعداد پذيرفته شدگان با آزمون زن,1395,بالاطالقان,طالقان,البرز,تجربي
۴۴۴۵۶,٩١٨,۴,0,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,بالاطالقان,طالقان,البرز,تجربي
٩٣١۵٧,٢۶٢٢,۶,0,تعداد کل پذيرفته شدگان زن,1395,بالاطالقان,طالقان,البرز,تجربي
٢۶/٩۴,٢٧/۵٩,۴٠,0,درصد قبولي پذيرفته شدگان زن,1395,بالاطالقان,طالقان,البرز,تجربي
١٨٩٣٠٢,۴٠٨٨,١٣,١,تعداد ثبت نام کنندگان مرد,1395,بالاطالقان,طالقان,البرز,تجربي
١۶١٨٩۶,٣۶٢۵,١١,١,تعداد شرکت کنندگان مرد,1395,بالاطالقان,طالقان,البرز,تجربي
٢۴٨۵۵,٨٠٧,٠,٠,تعداد پذيرفته شدگان با آزمون مرد,1395,بالاطالقان,طالقان,البرز,تجربي
٢۴٣٨١,٣۴٣,۵,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,بالاطالقان,طالقان,البرز,تجربي
